124, 97, 23, -360, 388	-427 416 389 65 323
-342, -343, -163, -396, 315	55 -289 -342 -458 306
-499, 149, -366, -270, -82	-162 416 334 407 366
499, 61, 442, -292, 331	332 481 125 -260 -68
-151, 26, -486, -188, 253	-143 -475 -176 -13 -69
147, 348, -84, 188, -219	-395 160 365 454 -365
431, -147, -371, -69, 362	-484 367 227 -113 77
-385, 333, -62, 171, -349	297 357 72 -351 -212
357, -483, -215, 41, -411	-443 176 -161 -491 -270
297, -174, 222, -315, -421	-368 -124 -75 176 101
-480, -278, -87, -359, -297	-123 -363 -350 207 -429
-461, -269, -174, 478, 125	220 -338 -133 192 -1
-282, 473, -211, -182, -334	-445 196 270 24 -305
-4, 464, -26, -327, -128	429 403 -431 -437 130
-479, 461, 284, 366, 386	323 -21 -33 -54 -374
221, -208, -17, -489, 378	-404 -324 -186 -10 425
-440, 133, 21, -386, -397	202 137 126 -274 -416
-299, 152, -258, -126, -257	275 -226 -403 -179 -81
-278, 291, -397, -80, -286	-84 464 -395 14 258
246, -455, -299, 238, 137	-206 45 120 -354 405
-34, -33, -481, -277, 325	-287 -412 157 -195 438
148, 117, -101, 32, 221	430 133 248 -191 418
74, -72, 183, 24, 434	-267 17 -459 51 171
-442, 430, -12, 384, -171	102 -30 476 152 -53
407, -27, 16, -482, 93	176 -321 -462 -465 226
147, 434, 43, -96, 79	-105 471 160 459 175
245, -202, -165, 187, 104	-381 317 151 -260 -300
-302, 365, 350, -162, 98	48 -383 239 -434 -380
-304, -99, -198, 112, -489	-488 460 -431 160 70
68, 32, -59, -292, 35	-149 31 -238 354 288
-138, 481, -485, -333, 464	-10 23 -361 -459 397
465, -280, 126, -119, -22	-474 -150 -307 355 -243
-399, 351, 466, 272, 81	-362 367 19 267 459
456, 85, 332, -361, 410	297 -395 182 500 -142
-471, -12, -438, 291, 33	-219 62 -499 280 -457
89, -198, -398, 12, 60	139 -118 450 -247 381
374, 104, 431, -211, 38	-193 172 -424 -307 -273
-445, -489, 355, 10, 31	332 32 446 54 223
-499, 306, 494, 47, 305	193 15 -133 -143 -232
-492, -259, 371, 4, 257	-246 -52 -360 489 -378
211, 8, -27, 10, 448	-344 322 233 418 164
241, -175, 103, 178, -28	208 -290 455 83 364
317, -357, -244, -4, 289	220 -405 331 244 11
-345, 491, 499, 20, 60	-110 440 -127 406 -24
-155, -379, -219, 258, 43	-420 106 469 330 42
423, -278, -358, -446, 441	375 224 175 -331 194
395, -386, 386, 255, 425	-438 -353 -26 496 -333
-140, 299, 493, 454, 10	-204 -159 209 -462 -308
176, 343, 325, -315, 426	-266 58 115 -350 -449
347, 55, -294, 490, -289	315 20 129 444 -304
456, -304, -316, -275, -347	-230 -261 260 -164 -464
15, 179, -269, 54, 80	-349 -112 -412 256 223
218, -297, -492, -276, -287	-386 377 -337 -386 -69
191, -175, -122, 437, 141	34 -78 104 292 462
-311, 292, 431, 325, -315	-126 -147 94 16 -373
-365, 33, 404, -167, -292	12 -138 -239 339 346
-189, -442, -175, -464, 198	-449 447 61 -64 -121
491, -252, 145, -113, 403	-55 -149 133 -373 69
-405, -457, -443, 297, -123	-275 -244 -421 309 -336
-25, -88, 287, -476, -306	-294 172 495 -360 -225
350, -34, 34, -110, 430	356 311 -140 208 -484
-383, 228, 189, 468, -365	-207 422 82 -27 -362
498, 277, -212, -419, -362	-458 -70 -486 108 -431
500, 249, -238, 311, 73	479 -20 -367 60 -229
-14, 255, -297, -168, 218	109 -32 -55 13 -366
62, -253, -489, -123, -181	264 385 -346 394 -295
225, 236, -435, -77, -415	-190 500 -135 -491 -331
155, -3, -79, -254, 187	391 186 -114 41 224
-176, 288, 448, -472, -225	340 299 4 357 284
-195, -207, 260, 277, 256	-174 -440 460 -416 -436
262, -213, 236, -262, 481	-135 -99 64 499 426
-57, -441, -89, -489, -256	456 402 340 129 -97
263, 220, 401, -160, -296	229 390 165 274 -285
-212, -218, 158, -401, -68	-87 176 -272 162 -137
-475, 0, -467, -67, 273	293 221 -127 131 -437
-473, 20, -122, -207, -213	140 -62 322 -77 397
174, -182, -445, -173, 189	-351 -181 231 463 -442
-192, -316, 47, 396, 163	-340 296 382 -97 393
-122, -402, 315, -175, 162	493 -219 -249 282 358
345, -99, -241, 390, -487	-170 4 -137 -232 -269
149, -338, 80, 6, -64	387 381 12 -225 -391
-4, 292, -138, -97, -114	-178 499 141 346 249
248, -6, -357, 15, -474	184 362 111 -113 462
137, 24, -164, -184, 52	388 328 468 284 -279
-305, 258, -223, 288, 369	49 275 302 316 68
-12, -359, 325, 447, 223	-81 57 -452 -207 -416
447, 45, -178, -110, -72	-374 196 334 -163 405
255, 229, 207, 468, -339	380 -286 -145 -279 -152
61, 301, 352, 217, 5	-335 -235 -358 22 -394
422, 124, -491, -465, 166	-50 18 -102 -451 207
-242, 37, 347, 269, 186	-406 -318 -458 373 -10
381, 165, 458, -158, 31	252 -478 -205 326 -436
-246, 136, -431, -12, 32	-41 274 60 -43 204
218, -436, -230, 276, -440	170 461 392 -81 258
259, 63, 364, 187, -145	485 -444 -143 373 188
-44, 273, -492, 152, -216	427 -307 387 -126 -94
-236, -192, -192, 483, -482	-190 -10 201 -164 -2
273, 91, 376, 383, 204	447 88 -229 -289 -90
254, 113, -378, 385, -211	23 -240 425 -284 -395
268, 218, 404, -466, -421	-224 221 -151 178 245
-175, 224, 178, -146, -378	-141 378 196 325 -212
-235, 382, -118, -468, 144	-335 293 183 -72 -453
274, -176, -121, -343, 136	162 237 291 -286 499
-390, -474, 233, 173, 37	-27 313 413 168 499
-97, -379, -41, 97, 364	-304 -400 -235 -388 -448
-303, 412, 305, -118, 195	119 -445 320 419 -51
-255, 53, -63, 324, 284	115 -162 199 -250 -157
-356, -117, -478, 238, 500	308 314 -254 -80 -353
236, 10, -380, -71, 332	264 -102 -498 -345 -4
-433, -334, -214, -456, -134	298 -471 -162 381 50
-20, 292, 69, -270, 204	296 419 467 -151 -431
-386, -74, -67, 51, -99	-372 -277 467 -295 488
-281, -402, -492, 425, 324	250 -126 -175 -498 -173
337, -461, -443, 51, -419	234 -232 463 496 344
135, 476, 29, 275, -210	-408 259 185 -111 131
-139, -196, -295, 7, -445	-380 92 247 -3 -315
-38, 395, 352, 95, 309	-485 151 20 -6 -487
-467, -463, -31, -189, -361	-80 -331 -179 230 -31
-431, 287, 353, -15, 119	469 112 476 352 392
-223, 244, -67, 428, -271	-109 168 -274 -143 156
-8, 454, -237, 103, -363	-5 -317 -479 433 323
284, 23, 285, -259, -285	-290 -376 -23 123 -406
-433, -435, -431, 403, -242	-388 -205 -469 234 72
-338, -93, -7, 493, -193	32 329 -401 361 92
-146, 451, -29, -12, -409	436 376 -227 -112 435
12, -26, 199, -180, -471	-398 198 -340 -95 -225
-425, 31, -190, -182, -204	219 313 476 -5 -215
-417, 176, -75, 183, -259	-424 389 -361 298 -481
9, -171, -444, 193, 261	-415 -144 357 -458 -255
264, -33, -475, -128, 236	392 170 456 414 -44
316, -212, -381, -49, -464	342 -461 396 466 272
-498, -132, -132, -19, -351	-15 -254 483 378 187
491, -435, 280, -36, -476	16 86 -92 -17 29
-374, -478, -93, -416, 339	-45 -295 -199 -392 -285
16, 14, -180, -443, -163	-173 -211 375 -78 -343
-307, -423, 342, -116, -421	-277 -348 -428 -378 -330
-8, 21, -80, -4, -46	-327 -333 -208 39 -96
-184, 403, 270, 499, 325	-322 76 323 314 -363
500, -303, 288, 327, -448	-63 115 -260 -188 -26
107, -360, -444, 166, -6	-229 345 -461 274 -336
-92, 360, 154, 157, -152	302 163 386 -232 442
75, -336, -83, -24, -139	-372 -491 -443 219 -77
241, 390, 125, -184, 438	224 -338 471 201 95
-469, 446, 379, 380, -20	24 -342 -427 -381 -385
-223, -271, -100, 104, 473	157 -432 141 280 499
397, 262, 379, 494, 133	-321 405 -317 -500 36
417, -240, 8, 304, 184	424 244 244 164 -316
-69, 118, -408, -483, -326	-417 145 -385 -64 70
243, -408, 392, -43, 313	112 19 271 490 3
-63, 198, -64, 418, -82	-7 -17 -468 273 124
-1, -495, -268, -188, 250	-169 -421 80 -79 268
496, -322, -248, -420, -376	-280 -387 -495 434 -266
239, -85, -66, 490, -160	-151 277 -88 -251 104
-129, 447, -496, 31, -145	494 475 -381 -498 114
384, 82, -367, 65, 54	-355 51 -420 -123 257
-85, 399, 227, -66, 442	308 -234 -225 -29 -290
4, -403, 13, -172, 432	382 -413 -49 240 332
190, 371, 108, 91, -44	436 281 366 115 -216
-180, 324, -77, -113, 301	129 432 -27 -113 132
197, -163, 274, 307, 275	-62 308 13 -7 -448
-235, -185, 187, 32, -163	-166 -369 416 -301 -196
363, 21, -173, -443, 39	336 63 -306 69 -404
-40, -124, -425, 46, 461	388 -25 -376 363 -487
197, -261, -2, 475, 157	-46 419 -408 -214 -468
-77, 202, 413, 499, -2	-14 -107 301 5 -16
-177, 437, -183, -141, 75	47 94 -56 473 -21
-83, -437, -276, 219, 254	6 149 -63 405 439
198, -302, -22, -86, 36	-399 -382 -114 326 435
452, 281, 285, 249, -369	262 400 345 -390 -255
-154, -384, 393, 95, -323	-316 -121 54 -306 410
-244, 260, -128, 142, 117	95 289 -385 -79 380
484, 1, -378, 489, -66	-457 57 -112 19 -78
-282, -120, 266, 250, -382	370 -333 60 42 -287
-311, -234, -122, 41, -468	73 -300 -50 -352 417
-145, -219, 339, -167, 255	443 -184 -177 311 431
-328, 460, 475, -408, -362	495 -350 -126 -348 -15
-39, 118, 152, 142, -358	114 -425 179 1 -494
-169, -264, -427, 422, -65	-307 -406 79 287 -226
-128, 4, -20, -48, 9	-37 -9 353 -312 173
317, -366, 282, 284, 475	-315 -476 83 -102 498
-495, -18, -149, 283, 206	366 198 -163 -497 -90
9, -133, -90, -24, -495	54 -46 96 -182 -52
169, -454, 150, 493, 68	210 340 464 410 208
-477, -396, 112, -356, -379	-25 -155 480 106 -108
196, -138, -311, -98, -2	-263 -148 -397 17 -89
354, -410, 378, -308, -189	-29 -408 84 -346 292
-325, -22, 93, 78, 418	156 -333 358 -252 238
84, 477, -58, 324, -323	40 -124 -293 161 431
-5, -18, 128, -358, 488	-219 483 -106 499 -445
303, 171, 423, -396, 250	55 158 347 263 67
419, -451, 429, 269, -244	437 141 -7 403 105
-305, -225, -45, 164, -449	126 -373 -122 399 -253
-166, 41, -103, 220, -153	220 -221 265 -184 -161
-293, -368, 77, -352, -57	-395 424 233 64 -127
445, 80, -38, 396, -473	347 279 46 57 204
-217, 264, -146, -225, 321	389 -138 458 -277 459
-499, 153, -178, 402, -216	155 -142 137 451 303
-310, -307, -37, 68, -55	-337 306 262 -149 119
-257, 198, -222, -405, -54	449 185 85 427 -369
-290, -113, 46, -476, 277	-439 120 -33 -481 239
139, -283, -392, 484, -332	-126 -458 -319 283 123
405, 422, -277, -44, 344	-349 -80 237 286 498
-349, 216, -3, 295, -149	-469 337 -197 -397 -78
-310, 99, -295, 118, -409	-487 -32 -266 119 232
-318, -387, -183, -10, -209	-439 416 -183 251 460
480, -356, -407, 390, -262	-368 -44 -83 -316 225
-357, 129, 461, 291, -55	340 -123 117 -337 -113
450, 160, 475, 285, 137	365 221 124 -409 -101
-454, 348, -171, -136, -40	314 -182 -47 418 436
-118, -73, 288, 360, -445	152 256 -356 -481 -440
-162, -38, -294, 401, 429	135 472 -122 -60 -215
399, 99, -11, -436, 313	-352 345 401 -215 457
-72, 136, 451, 278, 84	-454 -223 99 -451 161
-272, -493, -207, 417, 367	43 243 138 134 477
236, 319, 220, 320, -417	-187 -138 0 -362 391
-287, -264, 427, 118, 432	-282 -162 135 -39 371
-208, 49, 367, 90, 67	176 -357 -448 407 -278
147, -93, 89, 116, -370	386 137 -188 -76 -180
354, 44, 285, -41, -344	-31 -45 -245 -172 -169
64, 162, -455, 112, 26	-324 -444 421 -39 -409
429, 57, 130, 140, -379	123 395 168 377 314
-201, -357, 151, 88, 198	-462 281 282 -406 487
-293, 458, 441, -428, 428	-25 300 -7 206 263
262, -280, 31, 359, -20	-448 459 -411 -442 -69
21, 62, -348, 101, -485	-344 -60 457 291 -121
-145, 50, 57, -433, -386	260 -217 -171 305 170
108, -106, 477, -195, 396	-47 420 -352 -91 147
-228, -9, 38, -428, -147	46 -137 347 -493 28
-489, -158, -254, -384, -444	-460 157 -477 -285 67
64, 452, -154, 116, 433	377 -159 -127 497 -96
304, 251, 253, 27, -381	-118 -475 -322 -139 -77
-224, -369, 272, 420, -199	45 -240 419 292 -167
-346, -133, -39, 90, -490	416 356 -453 -66 -341
-333, -302, -190, 380, -62	-476 150 341 -421 197
289, 473, -467, 287, -54	95 -396 97 -221 204
-500, 461, 356, 56, 347	-150 434 120 131 230
-264, -7, -203, -472, 263	55 -291 437 118 -346
278, 401, 129, 183, -321	-378 461 -35 463 291
151, 440, -10, 292, 196	166 -76 403 -154 64
-470, -77, -223, 169, 35	416 -279 497 -419 -496
259, 435, -319, 313, 81	-144 465 240 450 447
-394, -170, 86, 385, -343	279 356 -301 185 124
90, 363, 460, -73, 31	-217 366 -102 -381 -410
-499, 218, 165, 297, 365	-241 499 -91 447 -267
126, 117, -293, 459, 227	56 -37 -452 -406 495
414, -239, 418, 410, 128	-392 128 31 -7 -204
-152, -405, -308, 108, -42	158 -485 155 -74 477
42, -391, 309, -66, 254	-112 -464 -228 88 -492
128, -394, 247, 407, -481	-341 388 132 373 -455
182, -67, -76, -416, -278	177 -282 130 -13 -189
429, 410, 59, 240, 115	-3 -262 -30 -69 34
17, 61, 455, -487, 497	-294 -381 -144 -321 380
-150, -423, 37, -264, 336	476 388 -283 -191 -267
324, -378, -151, 468, 375	463 -372 147 -270 315
204, -296, -410, 471, -209	389 228 114 -384 351
228, -395, 283, -263, -67	-236 474 185 6 210
488, 482, -240, -246, 305	325 -198 179 85 -219
-381, -212, -217, 406, -447	-213 -12 -289 -233 -373
226, -22, -160, 393, 254	-333 -192 -234 202 -355
-277, 216, 230, 10, -168	243 465 -317 301 306
410, 431, -146, 234, -263	217 -465 -243 -259 -130
61, -30, -244, -246, -147	-242 84 114 478 -184
-364, -431, 357, -47, 410	339 299 181 -388 -400
-2, -202, 290, -198, 79	357 137 -306 103 -339
181, 119, 411, 432, 185	-223 269 482 71 -27
436, -251, 390, -453, -475	-202 -269 -87 -212 427
424, 467, -97, 400, 54	-302 -355 340 335 -449
-116, -492, 2, 214, 138	-76 -250 54 278 -411
-343, 423, -340, -147, 375	-85 346 -376 472 315
-172, 259, -30, -458, -91	419 -182 263 -186 128
-201, 254, -198, 155, -280	-257 271 129 -70 222
412, -167, -222, -118, 100	97 -307 468 -495 470
-282, 468, 386, -437, 82	-352 261 463 311 286
-258, -353, 58, -72, -237	-247 -161 60 -452 189
407, -98, 57, 249, 200	-228 157 101 286 -192
154, 36, 295, 118, 39	65 -114 -313 -272 -409
-241, 481, 271, 470, -36	-56 497 -241 247 -444
361, 161, -172, 432, -145	-372 481 286 331 463
-163, -412, 121, -407, -236	-264 309 364 -378 70
-449, 476, 440, 442, -422	-203 454 29 -480 -108
32, -195, 451, 219, 219	-162 -251 -334 -162 366
-280, -417, -449, -318, 379	-34 486 -198 192 -155
-333, -267, -187, 190, -43	-404 244 306 -226 457
452, -425, 369, 24, -437	-315 212 -169 264 397
235, -381, 487, 125, -193	-87 -194 -36 279 474
-367, 371, -250, 464, 379	166 288 -159 233 162
405, 374, -329, 119, 269	-41 -209 343 -281 -427
283, -495, -474, -90, 241	-258 448 -355 -344 -176
267, 212, -17, -64, 205	-131 -401 -195 -43 16
-201, -171, -391, -446, -287	-425 -381 -280 -500 -369
-380, 2, 469, -252, 24	-403 -143 351 -410 29
-490, -105, -110, 86, 86	368 -464 -221 -365 281
-411, -81, 462, 445, 330	233 451 76 -157 230
-269, 277, -382, -234, -39	258 -488 -16 231 243
-448, 293, 497, -243, -59	382 -332 308 -390 478
-180, -443, -119, 494, -451	-40 164 470 475 80
447, -397, -439, -336, 89	499 -61 -148 -32 -472
348, 7, -406, -263, 129	-201 -14 -382 133 166
-215, 245, 132, 494, -200	-413 -494 -456 -1 172
-389, 283, 2, 58, 266	317 307 463 182 -288
321, -24, -495, 361, -91	-156 -171 -93 -380 -334
100, 450, 342, 99, -96	109 -42 -291 -458 -490
276, 85, -173, -35, 5	-385 495 -18 249 -5
262, 299, 379, -354, 253	-150 -216 -485 -285 338
119, 468, -220, 462, 251	-135 -38 -149 -161 366
-236, -93, 461, -203, 336	324 275 53 247 183
244, -35, -103, -248, -123	0 122 -441 369 -409
-249, -432, -203, 381, 438	-243 61 -440 -142 89
-350, -132, -143, 268, -139	207 114 69 -429 -277
-363, 271, -418, -2, -121	333 -286 -21 374 -437
-149, -88, -108, -21, -162	211 196 176 -259 111
-469, 208, 344, 486, 418	345 457 98 200 234
-193, 272, -175, 273, -81	-158 -182 81 115 5
338, 406, 310, -199, -251	-382 322 -287 494 389
-295, -372, -135, -339, 144	-81 -166 -136 -464 -346
296, 69, 149, -337, 379	-174 76 360 -114 148
42, 270, 406, -385, 319	100 184 -249 -336 -58
-220, -243, -317, -110, 185	-433 230 377 -229 178
-205, -436, 243, -285, 270	385 -458 -278 493 -493
236, -18, -310, -124, -89	-83 -483 -222 423 -120
-368, 57, 452, -190, -279	-465 -376 -439 -279 179
482, 88, -465, 93, 263	383 492 -288 222 309
-146, -286, 40, 269, 61	-151 -88 237 -341 475
-211, -197, -109, -394, -19	31 287 -129 -139 218
-235, -403, -487, -429, -119	-494 -411 145 -420 302
353, 466, 498, -315, -185	-35 -298 298 490 -352
55, -341, -467, -416, 220	-38 -400 -64 -176 -140
410, -252, -337, -332, -490	-271 482 285 -454 -232
-263, 50, 162, -347, 127	-223 -153 29 -42 -276
-52, 237, 433, -308, -24	144 155 300 266 313
454, -425, -334, -1, -36	-348 -47 203 219 119
-423, 233, -252, -365, 26	66 -28 -476 462 365
377, 4, -364, 173, 320	342 310 -489 -210 -55
-77, -86, -420, 201, 116	-159 187 3 -374 -226
-18, -387, 215, -183, 259	427 -51 -119 -75 407
-279, 358, 200, -69, 35	-169 -9 481 -31 421
-22, 248, 205, -348, 295	59 72 -307 335 417
405, -89, -197, 361, -464	204 62 -193 437 -154
-235, -390, 187, 243, 107	-26 -497 -286 127 -55
331, -472, -328, 429, 198	258 -333 -214 -499 -204
295, -84, -331, -461, -52	-198 -178 65 72 -54
485, -64, -348, 94, -126	-177 152 351 -476 -364
238, -244, -195, 166, 400	297 -399 24 146 -13
-225, -265, -412, -419, -252	144 -17 -412 -32 471
-485, 309, 305, -194, 269	-240 171 382 -134 -358
325, -44, -107, 102, 407	-223 412 16 -250 -57
363, 451, -67, 179, 223	257 -327 411 -179 412
338, -181, -49, 49, -166	330 281 -4 470 204
27, -223, 454, -405, 386	-134 -377 237 -178 -107
493, 270, -448, 340, -202	23 154 144 -39 476
376, -159, 247, 266, -64	-270 -476 -20 330 59
41, 471, -128, -152, -74	81 -44 160 -82 91
-422, -255, -345, 456, -286	116 447 -120 423 78
-288, 112, 73, 333, 492	-282 444 3 404 -224
-310, 491, 361, -308, 274	-56 -266 34 313 472
83, -351, -386, -422, 444	47 134 -446 -51 -454
254, -480, 146, 184, -369	463 403 -12 165 478
214, 39, -119, -207, 47	145 98 -232 -434 179
-242, -219, 8, -371, 473	-320 308 347 313 453
41, 160, 493, 188, 266	-489 -378 -112 96 -376
498, 203, 315, 205, -73	-382 -441 -382 218 -52
337, -395, -286, -297, -452	104 -464 4 -149 -428
189, -363, -205, -426, -292	153 -129 393 421 -23
272, -30, 50, 54, -288	-447 -145 373 -380 420
-36, -208, -423, 93, -142	499 295 -98 -10 246
-205, 477, 164, 57, -4	116 475 14 223 -149
413, 295, 328, -336, -5	-361 -26 67 -240 -316
293, -273, -221, -6, -342	99 326 373 187 -129
249, -56, 150, 202, 469	-282 -360 202 -53 342
-430, 358, 101, -344, 154	-10 279 76 421 -234
367, 320, 173, -162, -357	26 321 440 321 -143
-325, 332, -242, 41, -127	-142 -341 -8 -493 -249
25, -69, 160, -279, -214	466 256 -189 -476 111
-449, 182, -388, 96, -165	165 -354 51 44 254
429, -98, -314, 419, -153	40 418 197 412 -247
1, 382, -274, 414, 489	-62 -152 397 450 442
333, 305, -112, 478, 495	96 -14 498 -162 -199
0, -260, 192, -106, -263	159 -380 -97 -208 -444
-300, -378, 243, 328, 238	-326 192 93 277 -65
-491, 3, 108, 470, 42	-76 -345 462 -184 -88
137, 396, 469, 1, -129	297 115 102 87 380
-90, 15, -492, -50, 191	16 119 437 385 187
-369, 353, 269, -473, 225	-35 -455 -248 -202 -84
-7, -233, 433, -174, 194	-209 61 221 -26 -301
22, 212, -40, 71, -287	230 413 -469 250 -81
273, -434, -267, 422, 224	-95 -253 167 -469 349
75, -441, 148, -230, 41	434 -411 169 -127 -269
-215, -495, -162, -122, 199	303 472 88 335 438
493, 142, 58, 208, 83	-388 -256 -452 -157 216
-416, 170, -65, -127, -333	-480 -280 96 89 170
-172, 56, 369, 50, 288	-406 446 -474 2 459
430, -425, 414, -307, 118	432 201 173 473 355
-423, 297, 250, -20, 319	261 121 -214 385 -323
195, -275, 328, 319, -425	251 -72 -86 -223 -105
12, -439, 227, -96, 462	463 -44 447 396 138
-99, 390, 349, 101, -287	-217 416 296 465 -56
-345, -475, -427, -37, -230	65 499 268 494 128
-170, 192, 79, -268, -317	-184 329 -36 -350 366
389, -320, -103, 339, -340	244 -104 327 -255 142
235, -181, -215, -136, 81	290 -5 -413 -413 151
155, -215, 81, -408, 474	-272 242 -299 -102 51
-318, 267, 344, -213, -137	-406 356 -122 -485 271
174, 126, 49, 275, 60	-140 405 216 7 297
-384, -468, 205, -59, 13	42 173 54 -401 -318
342, 369, -456, 380, 425	-341 -100 -323 -334 69
-41, -153, -393, 108, -206	-381 -151 -376 -216 -485
59, -256, -200, 258, -413	-63 -68 105 373 -411
-349, 407, 458, -185, 303	-313 273 296 323 198
339, 127, 170, 33, -326	-147 -135 -368 -39 -209
-459, 128, 266, 329, -135	-77 65 -457 -41 493
118, 498, -238, -328, 262	-356 141 -162 -351 -47
-424, -232, -295, -405, -220	174 85 -200 -176 -283
-72, 313, -293, 182, 33	314 239 5 -297 42
-443, 377, -287, -259, -120	421 425 338 -156 -487
-97, -377, -30, -5, 314	-179 -430 261 -133 -455
42, 180, 331, 238, -238	286 5 -484 282 -27
316, -235, 171, -383, 226	-308 -289 -476 169 -155
-149, -417, -110, 463, -224	263 274 198 282 -241
-83, -368, 406, 328, 14	258 -191 397 108 -364
170, -280, 53, 495, -382	-258 31 279 -72 94
394, 109, -436, -394, -350	-247 -424 -421 -291 -158
-290, -395, -467, -84, -187	-55 302 -198 422 -264
122, 137, 377, 136, -420	-199 -353 494 125 297
305, -387, 413, -57, 162	-473 -232 403 292 15
-330, 229, -473, 145, -195	247 177 -391 -39 47
-23, -376, 244, 54, -327	396 377 101 317 244
-105, -11, 103, -33, 312	344 183 -244 308 -209
